x, y
0, 0.9248554913294798
0.03832752613240418, 0.8164739884393062
0.07665505226480836, 0.7947976878612715
0.10801393728222997, 0.7731213872832368
0.13937282229965156, 0.7731213872832368
0.16376306620209058, 0.7731213872832368
0.1951219512195122, 0.903179190751445
0.2229965156794425, 1.0332369942196533
0.2578397212543554, 1.1199421965317917
0.2857142857142857, 1.25
0.3240418118466899, 1.4017341040462425
0.3693379790940767, 1.5317919075144504
0.40069686411149824, 1.5317919075144504
0.44947735191637633, 1.5101156069364157
0.4843205574912892, 1.5101156069364157
0.5261324041811847, 1.4234104046242773
0.578397212543554, 1.3800578034682078
0.6236933797909407, 1.3800578034682078
0.6515679442508711, 1.3800578034682078
0.686411149825784, 1.3800578034682078
0.7177700348432056, 1.3800578034682078
0.7526132404181185, 1.3150289017341041
0.7909407665505227, 1.3150289017341041
0.8292682926829268, 1.2066473988439306
0.8641114982578397, 1.0765895953757223
0.8954703832752613, 0.9898843930635839
0.9303135888501742, 0.9248554913294798
0.9721254355400697, 0.903179190751445